  60.06392696, 71.5365328,0063.10456,     00003.222585,   000048.5433
   34.16634133,     0010.74965,      00028.24246,     12.79386902,    021.22553478
      00068.827,   07.04754,    92.9671218,   00000077.022,00029.096186
 34.6674265,00078.0936,  031.263592,      7.3815687,19.335795
     03.972174,     66.72618047,  01.0717864,      0000011.475,92.4076359
00083.217,   000076.0515, 074.343348,      44.1933042,  0000047.4131
     90.064899,    00009.3907,  060.44641,0077.23838,0065.6585076
043.514961, 29.7534892,     1.27744418, 0061.89726,   000034.2642
      000099.965,  9.834028707,  17.63656852,    00092.307,  000035.13227
    00000015.326, 049.1461,0000061.9186,   0000026.8762,     000050.34092
     000099.594,00000074.832,  0000056.4871,     0000055.641,      0000048.5032
      66.11491958, 64.99530264,   060.019086, 029.532723,005.5736694
00011.874, 00000017.701,   000050.72752,    81.5773367, 005.26356957
 15.88946277,     000019.7456,   000036.9023,     21.28933885,      0099.45616
  00097.83,     00000024.164,    0075.002169,   59.85100239,     0000051.7338
   0099.5421117,   23.91556312,    015.940299,     64.35673812,    000011.611
      0021.97567, 0088.1590606,    52.33056,79.8286588,28.423706
    021.1823,    46.25274,      000075.62,    80.992905,      052.32628136
95.38339008,   007.8454,      000093.1208,    000021.96139, 020.614496
00034.468,  0000063.2399,0064.125542,   000025.1396,    000073.5862
  01.949858201,   82.8509081, 0032.279,     000025.74951,   00027.803264
 42.249413, 00088.118,     25.1190145,    053.30538,   066.7665368
0071.7428,0032.420977,  97.16607878,0000041.9853,      0018.273
   00000016.548,     98.81184866,  0000041.1746, 0000080.7349,   058.03793282
   00052.347,     000006.47897,   32.9166159,   34.8954827,     58.18182179
  00000085.541,      015.955425,    00011.51366,    0086.410406,0.83486992
   0000093.1248,  000084.4713,    0000059.229,      76.1859736,  00038.797
  20.90751218,  052.12416394, 61.508315, 093.19466,   58.91845246
   8.894870115,  024.63545505,  10.88288572,      07.993813362,0096.8187
      00045.596,5.594628,  0068.4714968,000097.908,      077.4484
    0000042.1241,    0064.304432,   0008.2236,     0059.0829406,  20.46520217
    0.899014168,00070.837622,    00054.376,   0029.207,  0000012.175
 077.6659909, 000071.406,2.571951015,  000029.34248,000062.09423
      00012.312,    00000031.628,063.1988,     27.05888587,  00000096.272
  80.529927,    00058.2406,75.86907,  0085.32133, 55.23367225
0063.514,    042.98813,  4.941080199, 00073.06, 0041.11605
     0000050.7295,   022.522192,      000087.966,   00059.131188,      091.4561209
     000074.3181,022.305567,      0050.45639,     58.8759404,00008.3901
   0064.241,    000028.3922, 046.590448,      000070.211,     11.40554
    00036.518113,    0029.8448,0075.194,00000096.959,    00000031.619
    0000027.093,  22.67270572, 0039.738173,     099.319121,    00085.379329
     00015.671,     34.68448798,     000026.51,      0000048.6105,      0081.5275509
    052.965515,     6.96552976,     0033.939,   000013.14,22.780492
  00077.902311,   8.865399277, 000050.14868,    0000039.8979, 7.602925264
 18.93006363, 0047.6093916,      00032.200014,0063.40957, 000030.056
  0088.9591,     0031.8652,   60.92703028,    000001.76385, 0080.7525853
  000000039.05,    0057.8262041,    00075.244,     98.66945001,96.486463
 0.49917398,      072.94655262,04.750022318,      99.490083,   0000001.2649
     28.2916734, 00000069.341,    0087.0091, 005.99397,    29.66403179
7.114736486, 0000064.0894,34.958321,  000095.05,50.7776426
   93.84820588,      034.0704524,  83.1715191,      000069.12174,     16.611667
55.9823522,    000015.4812,57.25379261,   48.9444229,   026.60921061
      00020.941,   0000074.331,049.7855,      000021.2829,85.339436
 94.994425,  25.09349,    0.6898126,     018.87435,     073.4561
    0000043.423,    00000051.672,     1.6768033,      0081.9324,   077.071883
  00022.356,    57.622555,      00082.577,     045.32443,075.31631
   0024.1495,  93.732449,     000068.5734,      83.6330095,    00076.754181
94.0907407,000082.0901,0046.668,   000031.16555,00069.934
  70.579945,  00032.464,    038.57873937,    0000029.4017,    40.90237656
      026.9876156, 00000081.372,      084.98254,    19.8230856,   00062.881693
000033.4072, 0096.0931,      0000025.2528,      000068.45968,031.8607253
    0064.1402, 78.79845,   000094.56,  6.135839,   092.44188063
     042.0312,     000086.90584,      0032.0610634,      67.52071, 074.178473
    0066.80985,97.9751154,    47.653455, 0076.067,     0012.0214483
 00000045.27, 0064.388076,    0000043.1196,      0054.990956,   0019.3538
  2.937682,   000002.45873, 67.96948743,     00025.39672,    13.8440295
     77.244424,  00003.6846,    015.958505,   00063.363,     000064.73392
    0060.8899,000079.6144, 00055.296,     75.60596851, 000009.76423
   8.33187319,    26.0833967,     023.4551537,      7.01008275, 040.965455
000079.70543,     004.14989,   000069.67394,   97.3791662,000001.9913
    0068.447,      82.8382599,  57.74098,     0098.89656, 0072.338231
 70.4917431,      000033.76905,   00030.6228,    53.1360153,    0098.712
     050.11001,     65.30438,   26.3548531,      005.5625506,  31.1597742
 000074.3488,   81.1134471, 00068.734011,   0028.89236,      096.5494619
    90.74236062, 00002.6948, 00000013.832,      0077.605584,   00024.719357
      57.56955277,     00012.165,     59.746482,   082.4419,    21.9039505
      000058.007,    56.93920088,     48.8873094,      00060.069,   00036.423612
     69.213536,  0055.614393,    00012.810825,     000015.7663,     55.23760956
  000000018.45,00000028.023,   0000042.457,    0026.524656,0094.07439
   08.439755,  57.01107615, 00000098.42,000049.23314, 02.711146
      0000060.1159,000060.16167,  057.72183,009.801744,    0050.8294
 002.39000903,      088.34435669,  41.54338378,   000084.58085,22.55839574
    15.0957973,      084.65122,    00061.92699,043.528058,     60.632746
000097.7256,  00000076.374,      00000088.917,    00000081.243,  0024.957
 74.6535818,      8.85906821,  000055.393,   46.734887, 96.02833625
   93.38923213,      38.3532815,  080.9332623, 0026.129285,   12.54673
    066.69935832,  33.17560938,    000058.8274,  00051.46501, 0067.654
 00000060.913,    0000067.015,     051.1398,081.3825,     0000041.6065
0000070.7084,51.9590972,     00000012.917,  76.213528,   078.24167
 00071.32499,   00057.777135,  83.878116,     3.76022086,     057.577906
     0024.339554,    00080.70332,      0051.835, 00034.057, 90.59151
  000090.8147, 0086.579542,91.1410251,91.43946704,  0060.69808
    00063.279,    071.88055, 000098.66391,   0074.7920715,  0000059.2579
   0054.6401,     00000039.634,    28.32105757,      0073.57951,   0084.8709
 067.9342,      0085.817628,   0083.17707,  0000023.066, 0000083.8891
      0029.021,      00000094.402,     0054.165,   00046.50401,  007.5702599
 2.527569541,    090.00170773,  33.3231581,0000066.721,    00071.266
