6.5888e+01,3.2977e+01,4.9082e+01,2.6954e+01,9.0780e+00
9.6850e+01,9.8503e+01,1.8353e+01,9.2424e+01,1.7834e+01
6.7385e+01,7.1710e+01,5.7119e+01,5.4512e+00,4.2372e+01
2.1931e+01,4.1538e+01,6.5959e+01,8.1409e+00,8.1013e+01
2.4348e+00,5.8443e+01,6.6728e+00,5.5606e+01,3.1519e+01
9.2241e+00,8.3697e+01,2.3149e+01,3.4436e+01,6.7191e+01
8.7103e+01,1.0720e+01,8.3037e+01,4.7057e+01,8.5772e+01
2.7604e+01,7.1536e+01,2.1573e+01,1.5254e+01,4.3124e+00
6.4197e+01,5.9817e+01,9.7501e+01,4.0755e+01,7.4653e+01
7.5554e+01,7.6386e+01,3.8809e+01,2.7852e+01,1.7210e+01
5.0631e+01,7.8408e+01,2.9814e+01,3.4787e+01,5.1591e+00
7.7973e+01,3.4621e+01,3.8031e-01,4.9832e+01,3.0748e+01
5.3475e+00,5.1631e+00,3.6260e+01,9.0702e+01,7.7583e+01
9.5462e+01,1.5891e+00,3.1854e+01,8.6267e+01,7.8402e+01
3.2795e+01,3.8711e+01,8.8676e+01,1.1201e+01,5.3203e+01
5.8735e+01,8.1846e+01,9.9450e+01,5.8706e+01,7.5976e+01
1.9764e+01,7.1921e+01,6.8073e+01,5.0950e+01,4.8430e+01
3.7550e+01,1.0189e+01,9.2457e+01,8.1296e+01,2.5029e+01
7.2239e+01,8.3617e+01,3.8218e+01,9.4440e+01,2.6370e+01
7.2489e+01,4.1827e+01,6.9349e+01,7.9856e+00,1.1091e+01
5.0209e+01,4.6135e+01,4.3196e+01,8.1121e+01,3.0788e+01
3.4959e+01,9.7548e+01,6.7921e+01,3.6771e+01,8.3377e+01
6.5585e+01,9.2820e+01,7.6474e+01,4.7632e+01,7.3632e+01
4.1147e+01,5.4611e+01,4.7787e+01,7.9701e+01,3.0012e+01
3.6590e+01,3.7348e+01,6.2401e+01,4.7846e+01,8.4088e+00
6.1352e+01,8.8713e+01,6.0426e+01,6.1525e+01,1.3971e+01
3.0437e+01,1.5676e+01,9.1452e+01,4.2046e+01,6.7081e+01
7.6249e+01,8.0962e+01,5.3093e+01,7.2871e+01,8.1553e+00
4.9347e+01,8.7148e+00,9.5654e+01,9.7872e+00,5.5904e+01
3.6156e+01,1.4536e+01,6.2857e+01,9.7221e+01,6.8747e+00
1.2334e+01,6.9987e+01,2.1672e+01,8.7482e+01,2.8199e-01
5.5908e+01,9.9476e+01,4.6671e+01,4.7056e+01,7.7073e+01
2.6944e+01,7.8236e+00,6.8736e+01,9.6371e+01,3.0494e+01
9.2594e+01,2.7210e+01,6.2980e+01,8.2034e+01,8.7408e+01
9.3937e+01,3.3376e+01,2.6651e+01,4.5325e+01,2.6941e+01
3.5512e+01,6.3642e+01,8.1432e+01,3.3320e+01,7.5198e+01
3.6701e+01,9.5626e+01,6.0504e+01,3.4187e+01,9.3594e+01
8.4057e+01,8.5206e+00,2.3801e+01,8.2234e-01,4.6403e+01
6.6844e+01,3.7078e+01,4.6151e+01,9.9465e+01,3.5891e+01
7.8778e+01,2.4599e+01,2.1791e+01,8.8368e+00,4.1402e+01
4.1432e+01,2.7511e+00,9.8773e+01,4.5955e+01,5.6344e+01
5.0259e+01,2.4695e+01,2.0169e+01,3.3932e+01,8.9567e+01
2.9197e+01,8.1042e+01,6.9231e+01,7.1174e+01,4.7550e+01
7.0081e+01,1.0787e+01,7.3552e+01,8.8128e+01,1.8839e+01
4.7067e+01,4.1624e+00,8.3338e+01,6.8340e+01,4.2409e+01
4.4529e+01,5.7951e+01,7.9238e+01,6.6288e+01,1.0938e+01
5.9081e+01,3.7506e+01,4.7524e+00,3.6866e+01,2.5486e+01
2.7367e+01,2.3967e+00,4.2318e+01,3.0777e+01,6.7736e+00
1.5492e+01,3.6052e+01,8.3485e+01,7.5032e+01,2.0883e+01
8.5912e+01,5.8942e+01,1.0403e+01,8.2451e+01,9.4234e+01
4.4140e+01,4.2421e+01,6.4166e+01,9.7721e+01,4.2773e+01
4.3223e+01,9.3480e+01,5.3386e-01,3.9292e+01,1.9229e+01
7.4613e+01,9.6480e+01,5.5442e+01,6.4937e+01,2.9405e+01
4.7882e+01,8.0684e+01,9.4488e+01,8.2285e+01,3.8658e+01
7.7056e+01,6.6497e+01,9.1568e+01,1.3987e+00,4.7628e+01
4.2439e+01,3.2053e+01,9.7805e+01,2.6575e+00,2.9670e+01
5.1036e+01,7.4599e+01,8.9473e+01,4.7320e+01,1.8920e+01
7.7058e+01,3.2375e+01,1.8445e+01,6.2671e+01,8.4915e+01
1.6773e+01,9.6438e+01,8.7726e+00,3.8773e+01,4.8735e+01
3.5175e+01,1.3464e+01,2.3536e+01,2.8272e+01,1.2317e+01
4.4657e+01,2.9692e+01,4.3891e+01,5.1575e+01,4.9601e+01
6.2211e+01,7.1709e+01,7.3501e+01,9.3584e+01,7.0679e+00
5.0093e+01,8.8696e+01,7.3212e+00,7.4750e+01,2.6119e+01
3.4765e-01,6.9034e+00,8.3873e+01,2.0710e+01,6.4255e+01
9.9256e+01,8.0297e+01,1.4752e+00,6.1271e+01,6.9332e+01
6.0069e+01,2.5952e+01,1.6366e+01,4.6614e+01,4.9534e+01
6.5082e+01,4.6801e+01,6.8893e+01,2.5391e+01,2.2184e+01
1.8944e+01,4.3230e+01,8.5213e+01,7.1468e+01,5.0799e+01
4.5174e+01,4.6878e+01,7.1778e+01,7.8555e+01,1.8155e+01
3.2123e+01,3.6995e+01,8.3349e+01,6.8684e+01,8.8920e+01
9.8319e+01,1.9672e+01,6.6008e+00,7.9732e+01,1.3750e+01
7.6252e+01,2.2935e+01,1.0743e+01,5.9645e+01,4.8678e+01
6.9997e+01,3.2193e+01,3.2048e+01,2.4990e+01,2.0917e+01
2.2588e+01,8.5809e+01,3.1912e+01,2.5719e+01,8.3224e+00
5.8081e+00,3.0431e+01,6.8609e+01,5.2776e+01,6.8544e+01
1.7213e+01,2.1108e+01,2.0079e+01,3.6430e+01,9.6702e+01
7.0935e+01,4.2919e+01,9.5629e+01,5.4809e+01,7.4899e+01
1.2474e+01,8.6935e+01,8.5875e+00,6.0927e+01,4.4029e+01
3.6818e+00,4.0485e+01,3.7080e+01,3.2025e+01,3.5000e+01
7.8099e+01,6.3809e+01,7.1100e+00,9.1090e+00,1.7868e+01
